,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,name_sofascore,birth_ts,height,weight,preferred_foot,nationality,position_current,detailed_positions_current,market_value_current,contract_until_ts_current,popularity_score_current,position_standard,position_description,player_age_at_season,country,contract_end_date_current,goals_per_90,xg_per_90,np_goals_per_90,np_xg_per_90,assists_per_90,xa_per_90,shots_per_90,key_passes_per_90,involvement_per_90,finishing_efficiency,np_finishing_efficiency,playmaking_efficiency,shot_conversion,involvement_index,direct_contribution,expected_contribution,offensive_volume,value_per_goal,value_per_xg,value_per_contribution
0,ESP-La Liga,2425,Alaves,Abdelkabir Abqar,4,2024,158,9297,D,29,2489,0,0.8578,0,0.8578,1,0.2381,12,8,13,0,2.9338,2.7138,Abdelkabir Abqar,921024000.0,188,0,Right,Morocco,D,DC,5700000.0,1845936000.0,4075.0,Defender,Defender (generic),25.0,ESP,2028-06-30,0.0,0.031,0.0,0.031,0.036,0.009,0.434,0.289,0.204,0.0,0.0,4.2,0.0,5.648,1,1.096,20,0.0,6644906.0,5700000.0
1,ESP-La Liga,2425,Alaves,Abderrahmane Rebbach,4,2024,158,11825,F M S,8,381,0,0.3279,0,0.3279,0,0.2755,6,6,1,0,1.1502,0.6716,Abderrahman Rebbach,902793600.0,176,0,Right,Algeria,M,LW,1500000.0,1845936000.0,1287.0,Forward,Forward / Winger / Attacking Midfielder,26.0,ESP,2028-06-30,0.0,0.077,0.0,0.077,0.0,0.065,1.417,1.417,0.43,0.0,0.0,0.0,0.0,1.822,0,0.603,12,0.0,4574565.0,0.0
2,ESP-La Liga,2425,Alaves,Adrián Pica,4,2024,158,12718,D S,9,489,0,0.6005,0,0.6005,0,0.0624,4,1,1,0,0.9397,0.9397,Adrián Pica,1019692800.0,190,0,Right,Spain,D,DC,1000000.0,1782777600.0,85.0,Defender,Defender (secondary role / versatile),22.0,ESP,2026-06-30,0.0,0.111,0.0,0.111,0.0,0.011,0.736,0.184,0.346,0.0,0.0,0.0,0.0,1.879,0,0.663,5,0.0,1665279.0,0.0
3,ESP-La Liga,2425,Alaves,Adrián Rodríguez,4,2024,158,10272,GK S,2,120,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0376,0.0376,Adrián Rodríguez,976579200.0,195,0,Right,Argentina,G,GK,185000.0,1782777600.0,226.0,Goalkeeper,Goalkeeper (substitute/secondary),24.0,ESP,2026-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.075,0,0.0,0,0.0,0.0,0.0
4,ESP-La Liga,2425,Alaves,Aleksander Sedlar,4,2024,158,7845,D S,9,599,0,0.0179,0,0.0179,0,0.0,1,0,1,1,0.1696,0.1696,Aleksandar Sedlar,692582400.0,180,79,Right,Serbia,D,DC,260000.0,1782777600.0,219.0,Defender,Defender (secondary role / versatile),33.0,ESP,2026-06-30,0.0,0.003,0.0,0.003,0.0,0.0,0.15,0.0,0.051,0.0,0.0,0.0,0.0,0.339,0,0.018,1,0.0,14525140.0,0.0
5,ESP-La Liga,2425,Alaves,Ander Guevara,4,2024,158,6126,M S,33,1969,0,0.9672,0,0.9672,1,0.6741,12,12,3,0,3.6553,2.1134,Ander Guevara,868233600.0,180,0,Right,Spain,M,"MC, DM",3200000.0,1814313600.0,302.0,Midfielder,Midfielder (secondary/attacking),27.0,ESP,2027-06-30,0.0,0.044,0.0,0.044,0.046,0.031,0.549,0.549,0.264,0.0,0.0,1.483,0.0,5.769,1,1.641,24,0.0,3308519.0,3200000.0
6,ESP-La Liga,2425,Alaves,Antonio Blanco,4,2024,158,9280,M S,35,2755,0,0.7065,0,0.7065,1,1.739,25,14,10,1,6.0476,4.1383,Antonio Blanco,964310400.0,176,0,Right,Spain,M,"MC, DM",9700000.0,1814313600.0,1644.0,Midfielder,Midfielder (secondary/attacking),24.0,ESP,2027-06-30,0.0,0.023,0.0,0.023,0.033,0.057,0.817,0.457,0.333,0.0,0.0,0.575,0.0,10.186,1,2.446,39,0.0,13729653.0,9700000.0
7,ESP-La Liga,2425,Alaves,Antonio Martínez,4,2024,158,6400,F S,28,965,4,3.8184,4,3.8184,0,0.6797,44,12,1,0,4.9435,1.5181,José Antonio Martinez,729475200.0,189,80,Left,Spain,D,DC,0.0,0.0,39.0,Forward,Striker / Centre Forward,31.0,ESP,0,0.373,0.356,0.373,0.356,0.0,0.063,4.104,1.119,0.603,1.048,1.048,0.0,0.091,6.462,4,4.498,56,0.0,0.0,0.0
8,ESP-La Liga,2425,Alaves,Antonio Sivera,4,2024,158,6075,GK,32,2817,0,0.0,0,0.0,0,0.0351,0,1,6,1,0.7445,0.7094,Antonio Sivera,839721600.0,184,75,Right,Spain,G,GK,5600000.0,1814313600.0,575.0,Goalkeeper,Goalkeeper (starter),28.0,ESP,2027-06-30,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.032,0.046,0.0,0.0,0.0,0.0,1.454,0,0.035,1,0.0,0.0,0.0
9,ESP-La Liga,2425,Alaves,Asier Villalibre,4,2024,158,5173,F S,16,298,1,1.7566,0,1.0134,1,0.945,9,1,2,0,1.7317,0.2003,Asier Villalibre,875577600.0,183,80,Left,Spain,F,ST,2100000.0,1782777600.0,805.0,Forward,Striker / Centre Forward,27.0,ESP,2026-06-30,0.302,0.531,0.0,0.306,0.302,0.285,2.718,0.302,0.583,0.569,0.0,1.058,0.111,1.932,2,2.702,10,2100000.0,1195491.0,1050000.0
10,ESP-La Liga,2425,Alaves,Carles Aleñá,4,2024,158,5058,M S,24,1568,0,1.2464,0,1.2464,2,2.0682,20,23,2,0,3.5256,1.1927,Carles Aleñá,883958400.0,180,73,Left,Spain,M,"MC, ML",2800000.0,1877472000.0,1594.0,Midfielder,Midfielder (secondary/attacking),26.0,ESP,2029-06-30,0.0,0.072,0.0,0.072,0.115,0.119,1.148,1.32,0.271,0.0,0.0,0.967,0.0,4.718,2,3.315,43,0.0,2246470.0,1400000.0
11,ESP-La Liga,2425,Alaves,Carlos Benavídez,4,2024,158,11826,M S,18,456,1,0.2042,1,0.2042,1,0.6427,5,3,2,0,1.6227,1.0933,Carlos Benavídez,891216000.0,185,76,Right,Uruguay,M,"MC, DM",960000.0,1782777600.0,379.0,Midfielder,Midfielder (secondary/attacking),26.0,ESP,2026-06-30,0.197,0.04,0.197,0.04,0.197,0.127,0.987,0.592,0.536,4.897,4.897,1.556,0.2,2.716,2,0.847,8,960000.0,4701273.0,480000.0
12,ESP-La Liga,2425,Alaves,Carlos Martín,4,2024,158,10101,F M S,26,1367,2,2.4801,2,2.4801,2,2.588,26,12,3,0,4.013,1.1108,Carlos Martín,1019433600.0,182,0,Right,Spain,F,ST,2600000.0,0.0,1207.0,Forward,Forward / Winger / Attacking Midfielder,22.0,ESP,0,0.132,0.163,0.132,0.163,0.132,0.17,1.712,0.79,0.337,0.806,0.806,0.773,0.077,5.124,4,5.068,38,1300000.0,1048345.0,650000.0
13,ESP-La Liga,2425,Alaves,Carlos Vicente,4,2024,158,12294,D F M S,37,3114,5,3.1392,4,2.396,5,6.4243,37,62,3,0,8.2503,2.715,Carlos Vicente,924825600.0,179,0,Right,Spain,M,"RW, MR",7400000.0,1877472000.0,1950.0,Defender,Defender / versatile (can play Midfield/Forward),25.0,ESP,2029-06-30,0.145,0.091,0.116,0.069,0.145,0.186,1.069,1.792,0.317,1.593,1.669,0.778,0.135,10.965,10,9.564,99,1480000.0,2357288.0,740000.0
14,ESP-La Liga,2425,Alaves,Facundo Garcés,4,2024,158,13319,D S,10,670,0,0.1138,0,0.1138,0,0.7587,5,3,2,0,0.1813,0.0454,Facundo Garcés,936489600.0,191,82,Right,Argentina,D,DC,1100000.0,1845936000.0,1988.0,Defender,Defender (secondary role / versatile),25.0,ESP,2028-06-30,0.0,0.015,0.0,0.015,0.0,0.102,0.672,0.403,0.03,0.0,0.0,0.0,0.0,0.227,0,0.872,8,0.0,9666081.0,0.0
15,ESP-La Liga,2425,Alaves,Hugo Novoa Ramos,4,2024,158,9293,D M S,5,217,0,0.5965,0,0.5965,0,0.1158,1,2,0,0,1.4536,0.8572,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,Defender,Defender / Defensive Midfielder,0.0,ESP,0,0.0,0.247,0.0,0.247,0.0,0.048,0.415,0.829,0.958,0.0,0.0,0.0,0.0,2.311,0,0.712,3,0.0,0.0,0.0
16,ESP-La Liga,2425,Alaves,Jesús Owono,4,2024,158,10010,GK S,6,482,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0645,0.0645,Jesús Owono,983404800.0,183,67,Both,Equatorial Guinea,G,GK,935000.0,1782777600.0,421.0,Goalkeeper,Goalkeeper (substitute/secondary),23.0,ESP,2026-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.129,0,0.0,0,0.0,0.0,0.0
17,ESP-La Liga,2425,Alaves,Joan Jordán,4,2024,158,2122,M S,25,1397,5,4.2785,2,1.3054,2,2.1695,17,30,4,0,4.5239,3.4169,Joan Jordán,773452800.0,184,74,Right,Spain,M,"MC, DM",1900000.0,1814313600.0,734.0,Midfielder,Midfielder (secondary/attacking),30.0,ESP,2027-06-30,0.322,0.276,0.129,0.084,0.129,0.14,1.095,1.933,0.512,1.169,1.532,0.922,0.294,7.941,7,6.448,47,380000.0,444081.0,271429.0
18,ESP-La Liga,2425,Alaves,Jon Guridi,4,2024,158,5179,F M S,33,2149,3,4.3416,2,3.5983,1,1.1421,24,17,6,0,5.9515,2.3872,Jon Guridi,793929600.0,179,64,Left,Spain,M,"AM, MC",2400000.0,1782777600.0,318.0,Forward,Forward / Winger / Attacking Midfielder,29.0,ESP,2026-06-30,0.126,0.182,0.084,0.151,0.042,0.048,1.005,0.712,0.349,0.691,0.556,0.876,0.125,8.339,4,5.484,41,800000.0,552792.0,600000.0
19,ESP-La Liga,2425,Alaves,Kike García,4,2024,158,5074,F S,35,2571,13,10.7127,10,8.4828,0,0.7632,63,13,3,1,9.772,2.0982,Kike García,627955200.0,186,79,Right,Spain,F,ST,825000.0,1814313600.0,1090.0,Forward,Striker / Centre Forward,35.0,ESP,2027-06-30,0.455,0.375,0.35,0.297,0.0,0.027,2.205,0.455,0.416,1.214,1.179,0.0,0.206,11.87,13,11.476,76,63462.0,77011.0,63462.0
20,ESP-La Liga,2425,Alaves,Luis Rioja,4,2024,158,7870,D M S,37,2898,4,3.9542,2,2.4676,3,4.4795,30,35,6,0,9.8467,5.419,Luis Rioja,750729600.0,173,0,Left,Spain,M,"LW, MR",2100000.0,1814313600.0,847.0,Defender,Defender / Defensive Midfielder,31.0,ESP,2027-06-30,0.124,0.123,0.062,0.077,0.093,0.139,0.932,1.087,0.474,1.012,0.811,0.67,0.133,15.266,7,8.434,65,525000.0,531081.0,300000.0
21,ESP-La Liga,2425,Alaves,Luka Romero,4,2024,158,8429,F M S,6,201,0,0.7707,0,0.0274,0,0.2664,2,4,0,0,0.5439,0.3109,Luka Romero,1100736000.0,169,0,Left,Argentina,F,RW,3400000.0,1909008000.0,4684.0,Forward,Forward / Winger / Attacking Midfielder,20.0,ESP,2030-06-30,0.0,0.345,0.0,0.012,0.0,0.119,0.896,1.791,0.383,0.0,0.0,0.0,0.0,0.855,0,1.037,6,0.0,4411574.0,0.0
22,ESP-La Liga,2425,Alaves,Manuel Sánchez,4,2024,158,7605,D S,33,2651,1,1.6078,1,1.6078,0,1.1836,12,16,6,1,4.6705,2.4905,Manuel Sánchez,966988800.0,179,0,Left,Spain,D,DL,6400000.0,1782777600.0,667.0,Defender,Defender (secondary role / versatile),24.0,ESP,2026-06-30,0.034,0.055,0.034,0.055,0.0,0.04,0.407,0.543,0.243,0.622,0.622,0.0,0.083,7.161,1,2.791,28,6400000.0,3980595.0,6400000.0
23,ESP-La Liga,2425,Alaves,Moussa Diarra,4,2024,158,7613,D S,26,1855,0,0.0248,0,0.0248,0,0.1713,1,4,6,0,3.6808,3.5504,Moussa Diarra,973814400.0,183,0,Left,Mali,D,"DL, DC",1400000.0,1782777600.0,805.0,Defender,Defender (secondary role / versatile),24.0,ESP,2026-06-30,0.0,0.001,0.0,0.001,0.0,0.008,0.049,0.194,0.351,0.0,0.0,0.0,0.0,7.231,0,0.196,5,0.0,56451613.0,0.0
24,ESP-La Liga,2425,Alaves,Nahuel Tenaglia,4,2024,158,10364,D S,34,2930,2,2.7426,2,2.7426,1,1.9291,27,19,11,0,5.4486,3.427,Nahuel Tenaglia,824860800.0,182,71,Right,Argentina,D,"DR, DC",3200000.0,1877472000.0,1017.0,Defender,Defender (secondary role / versatile),28.0,ESP,2029-06-30,0.061,0.084,0.061,0.084,0.031,0.059,0.829,0.584,0.273,0.729,0.729,0.518,0.074,8.876,3,4.672,46,1600000.0,1166776.0,1066667.0
25,ESP-La Liga,2425,Alaves,Pau Cabanes De La Torre,4,2024,158,13036,M S,16,311,1,0.6065,1,0.6065,0,0.6185,6,5,1,0,2.4723,1.2864,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,Midfielder,Midfielder (secondary/attacking),0.0,ESP,0,0.289,0.176,0.289,0.176,0.0,0.179,1.736,1.447,1.088,1.649,1.649,0.0,0.167,3.759,1,1.225,11,0.0,0.0,0.0
26,ESP-La Liga,2425,Alaves,Santiago Mouriño,4,2024,158,13003,D S,25,1827,0,1.0117,0,1.0117,1,0.9487,13,7,7,0,2.9373,2.2298,Santiago Mouriño,1013558400.0,186,76,Right,Uruguay,D,"DC, DR",9700000.0,1909008000.0,2655.0,Defender,Defender (secondary role / versatile),22.0,ESP,2030-06-30,0.0,0.05,0.0,0.05,0.049,0.047,0.64,0.345,0.255,0.0,0.0,1.054,0.0,5.167,1,1.96,20,0.0,9587822.0,9700000.0
27,ESP-La Liga,2425,Alaves,Stoichkov,4,2024,158,12717,F M S,16,675,0,1.1945,0,1.1945,1,1.0295,18,7,1,0,4.2825,2.8464,Stoichkov,752457600.0,178,0,Right,Spain,F,"LW, ST, AM",870000.0,1782777600.0,372.0,Forward,Forward / Winger / Attacking Midfielder,31.0,ESP,2026-06-30,0.0,0.159,0.0,0.159,0.133,0.137,2.4,0.933,0.951,0.0,0.0,0.971,0.0,7.129,1,2.224,25,0.0,728338.0,870000.0
28,ESP-La Liga,2425,Alaves,Tomás Conechny,4,2024,158,12716,F M S,22,837,1,3.4765,1,3.4765,0,0.3463,22,7,8,0,4.2504,1.1428,Tomás Conechny,891216000.0,170,65,Left,Argentina,F,LW,2000000.0,1893369600.0,501.0,Forward,Forward / Winger / Attacking Midfielder,26.0,ESP,2029-12-31,0.108,0.374,0.108,0.374,0.0,0.037,2.366,0.753,0.58,0.288,0.288,0.0,0.045,5.393,1,3.823,29,2000000.0,575291.0,2000000.0
29,ESP-La Liga,2425,Athletic Club,Adama Boiro,4,2024,147,12724,D M S,18,1120,0,0.3872,0,0.3872,0,0.4126,5,5,3,0,1.2153,0.711,Adama Boiro,1024704000.0,182,0,Left,Spain,D,DL,2800000.0,1877472000.0,2320.0,Defender,Defender / Defensive Midfielder,22.0,ESP,2029-06-30,0.0,0.031,0.0,0.031,0.0,0.033,0.402,0.402,0.155,0.0,0.0,0.0,0.0,1.926,0,0.8,10,0.0,7231405.0,0.0
30,ESP-La Liga,2425,Athletic Club,Aingeru Olabarrieta,4,2024,147,12262,M,1,56,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Aingeru Olabarrieta,1131926400.0,182,0,Left,Spain,M,RW,855000.0,1782777600.0,207.0,Midfielder,Midfielder (central),19.0,ESP,2026-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
31,ESP-La Liga,2425,Athletic Club,Aitor Paredes,4,2024,147,8948,D S,23,1828,3,2.4921,3,2.4921,0,0.0572,6,2,2,1,6.0654,6.0082,Aitor Paredes,956966400.0,186,0,Right,Spain,D,DC,17100000.0,1877472000.0,1119.0,Defender,Defender (secondary role / versatile),24.0,ESP,2029-06-30,0.148,0.123,0.148,0.123,0.0,0.003,0.295,0.098,0.594,1.204,1.204,0.0,0.5,12.074,3,2.549,8,5700000.0,6861683.0,5700000.0
32,ESP-La Liga,2425,Athletic Club,Alex Berenguer,4,2024,147,5091,F M S,36,2381,6,7.4801,6,6.7369,7,6.046,52,48,4,0,15.5762,6.6668,Álex Berenguer,804816000.0,175,70,Right,Spain,M,"LW, RW",5200000.0,1814313600.0,1946.0,Forward,Forward / Winger / Attacking Midfielder,29.0,ESP,2027-06-30,0.227,0.283,0.227,0.255,0.265,0.229,1.966,1.814,0.841,0.802,0.891,1.158,0.115,22.243,13,13.526,100,866667.0,695178.0,400000.0
33,ESP-La Liga,2425,Athletic Club,Ander Herrera,4,2024,147,552,M S,8,254,0,1.9449,0,1.2016,0,0.1074,8,2,2,0,1.8971,0.7112,Ander Herrera,619056000.0,182,0,Right,Spain,M,"MC, DM",460000.0,0.0,3043.0,Midfielder,Midfielder (secondary/attacking),35.0,ESP,0,0.0,0.689,0.0,0.426,0.0,0.038,2.835,0.709,0.924,0.0,0.0,0.0,0.0,2.608,0,2.052,10,0.0,236516.0,0.0
34,ESP-La Liga,2425,Athletic Club,Andoni Gorosabel,4,2024,147,6325,D S,20,1508,0,0.2851,0,0.2851,2,2.3711,2,15,5,0,5.0647,3.4155,Andoni Gorosabel,839116800.0,174,0,Right,Spain,D,DR,3900000.0,1845936000.0,529.0,Defender,Defender (secondary role / versatile),28.0,ESP,2028-06-30,0.0,0.017,0.0,0.017,0.119,0.142,0.119,0.895,0.506,0.0,0.0,0.843,0.0,8.48,2,2.656,17,0.0,13679411.0,1950000.0
35,ESP-La Liga,2425,Athletic Club,Beñat Prados,4,2024,147,9505,M S,30,1736,1,0.9114,1,0.9114,0,1.0893,16,10,7,0,8.1864,6.9954,Beñat Prados,981590400.0,179,0,Right,Spain,M,"MC, DM",18500000.0,1940544000.0,610.0,Midfielder,Midfielder (secondary/attacking),23.0,ESP,2031-06-30,0.052,0.047,0.052,0.047,0.0,0.056,0.829,0.518,0.787,1.097,1.097,0.0,0.062,15.182,1,2.001,26,18500000.0,20298442.0,18500000.0
36,ESP-La Liga,2425,Athletic Club,Dani Vivian,4,2024,147,6766,D S,32,2590,4,2.3004,4,2.3004,0,0.6736,19,10,3,0,10.3297,9.0526,Daniel Vivian,931132800.0,183,0,Right,Spain,D,DC,27000000.0,1972166400.0,3148.0,Defender,Defender (secondary role / versatile),25.0,ESP,2032-06-30,0.139,0.08,0.139,0.08,0.0,0.023,0.66,0.347,0.674,1.739,1.739,0.0,0.211,19.382,4,2.974,29,6750000.0,11737089.0,6750000.0
37,ESP-La Liga,2425,Athletic Club,De Marcos,4,2024,147,2452,D S,26,1554,0,1.1588,0,1.1588,4,2.8565,8,19,0,0,10.7734,8.1316,Óscar de Marcos,608515200.0,180,78,Right,Spain,D,DR,0.0,0.0,538.0,Defender,Defender (secondary role / versatile),35.0,ESP,0,0.0,0.067,0.0,0.067,0.232,0.165,0.463,1.1,1.095,0.0,0.0,1.4,0.0,18.905,4,4.015,27,0.0,0.0,0.0
38,ESP-La Liga,2425,Athletic Club,Endika Bujan,4,2024,147,13431,S,1,2,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Endika Buján,1042675200.0,170,0,Left,Spain,M,RW,285000.0,1782777600.0,43.0,Forward,Striker,21.0,ESP,2026-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
39,ESP-La Liga,2425,Athletic Club,Gorka Guruzeta,4,2024,147,7020,F M S,36,1856,7,6.7893,7,6.7893,2,1.4514,59,15,2,0,9.1894,2.0571,Gorka Guruzeta,842486400.0,188,0,Right,Spain,F,ST,4600000.0,1845936000.0,2643.0,Forward,Forward / Winger / Attacking Midfielder,28.0,ESP,2028-06-30,0.339,0.329,0.339,0.329,0.097,0.07,2.861,0.727,0.545,1.031,1.031,1.378,0.119,11.246,9,8.241,74,657143.0,677537.0,511111.0
40,ESP-La Liga,2425,Athletic Club,Inigo Ruiz de Galarreta,4,2024,147,9755,M S,26,1502,0,0.3707,0,0.3707,4,3.4691,11,28,5,0,8.6721,7.6161,Iñigo Ruiz de Galarreta,744595200.0,174,64,Right,Spain,M,"MC, DM",2300000.0,1814313600.0,962.0,Midfielder,Midfielder (secondary/attacking),31.0,ESP,2027-06-30,0.0,0.022,0.0,0.022,0.24,0.208,0.659,1.678,0.976,0.0,0.0,1.153,0.0,16.288,4,3.84,39,0.0,6204478.0,575000.0
41,ESP-La Liga,2425,Athletic Club,Iñaki Williams,4,2024,147,2399,F M S,35,2659,6,10.1598,6,10.1598,8,8.7887,63,43,1,0,21.1083,8.1647,Iñaki Williams,771638400.0,186,76,Right,Ghana,M,RW,9100000.0,1845936000.0,19961.0,Forward,Forward / Winger / Attacking Midfielder,30.0,ESP,2028-06-30,0.203,0.344,0.203,0.344,0.271,0.297,2.132,1.455,0.991,0.591,0.591,0.91,0.095,29.273,14,18.949,106,1516667.0,895687.0,650000.0
42,ESP-La Liga,2425,Athletic Club,Javier Martón,4,2024,147,11761,S,3,43,0,0.0,0,0.0,0,0.0,0,0,1,0,0.4476,0.4476,Javier Martón,925948800.0,180,0,Right,Spain,F,ST,720000.0,1845936000.0,259.0,Forward,Striker,25.0,ESP,2028-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.874,0.0,0.0,0.0,0.0,0.895,0,0.0,0,0.0,0.0,0.0
43,ESP-La Liga,2425,Athletic Club,Julen Agirrezabala,4,2024,147,9824,GK,14,1212,0,0.0,0,0.0,0,0.0,0,0,1,1,3.1538,3.1538,Julen Agirrezabala,977788800.0,187,0,Left,Spain,G,GK,16300000.0,1782777600.0,1082.0,Goalkeeper,Goalkeeper (starter),24.0,ESP,2026-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468,0.0,0.0,0.0,0.0,6.308,0,0.0,0,0.0,0.0,0.0
44,ESP-La Liga,2425,Athletic Club,Malcom Adu,4,2024,147,10981,S,1,12,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Jackson Malcolm,0.0,198,108,0,0,TE,,0.0,0.0,0.0,Forward,Striker,0.0,ESP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
45,ESP-La Liga,2425,Athletic Club,Maroan Sannadi,4,2024,147,13417,F S,16,743,1,3.2526,1,3.2526,1,1.2053,19,7,0,0,5.1391,1.5043,Maroan Sannadi,980985600.0,192,85,Right,Morocco,F,ST,4700000.0,1877472000.0,5294.0,Forward,Striker / Centre Forward,23.0,ESP,2029-06-30,0.121,0.394,0.121,0.394,0.121,0.146,2.301,0.848,0.805,0.307,0.307,0.83,0.053,6.643,2,4.458,26,4700000.0,1444998.0,2350000.0
46,ESP-La Liga,2425,Athletic Club,Mikel Jauregizar,4,2024,147,12263,M S,34,2244,2,1.0411,2,1.0411,1,1.5973,21,24,4,1,10.4483,8.6382,Mikel Jauregizar,1068681600.0,177,0,Right,Spain,M,"MC, DM",31000000.0,1940544000.0,1786.0,Midfielder,Midfielder (secondary/attacking),21.0,ESP,2031-06-30,0.08,0.042,0.08,0.042,0.04,0.064,0.842,0.963,0.766,1.921,1.921,0.626,0.095,19.086,3,2.638,45,15500000.0,29776198.0,10333333.0
47,ESP-La Liga,2425,Athletic Club,Mikel Vesga,4,2024,147,5077,M S,25,977,0,1.2419,0,0.4986,0,1.0357,6,12,1,0,4.318,2.9511,Mikel Vesga,734227200.0,191,84,Left,Spain,M,"MC, DM",1400000.0,1814313600.0,501.0,Midfielder,Midfielder (secondary/attacking),31.0,ESP,2027-06-30,0.0,0.114,0.0,0.046,0.0,0.095,0.553,1.105,0.67,0.0,0.0,0.0,0.0,7.269,0,2.278,18,0.0,1127305.0,0.0
48,ESP-La Liga,2425,Athletic Club,Nico Williams,4,2024,147,9211,M S,29,1994,5,4.597,5,4.597,5,4.1709,55,40,1,0,13.329,6.3409,Nico Williams,1026432000.0,180,0,Right,Spain,M,LW,65000000.0,2066774400.0,84009.0,Midfielder,Midfielder (secondary/attacking),22.0,ESP,2035-06-30,0.226,0.207,0.226,0.207,0.226,0.188,2.482,1.805,0.888,1.088,1.088,1.199,0.091,19.67,10,8.768,95,13000000.0,14139656.0,6500000.0
49,ESP-La Liga,2425,Athletic Club,Nicolás Serrano,4,2024,147,9825,M S,4,107,0,0.1887,0,0.1887,0,0.0154,5,1,0,0,1.5474,1.3516,Nicolas Serrano Iniguez,0.0,0,0,0,0,0,,0.0,0.0,0.0,Midfielder,Midfielder (secondary/attacking),0.0,ESP,0,0.0,0.159,0.0,0.159,0.0,0.013,4.206,0.841,2.438,0.0,0.0,0.0,0.0,2.899,0,0.204,6,0.0,0.0,0.0
50,ESP-La Liga,2425,Athletic Club,Oihan Sancet,4,2024,147,7779,F M S,29,1645,15,10.459,12,8.2292,1,1.8578,50,21,3,0,12.2467,4.2306,Oihan Sancet,956620800.0,188,0,Right,Spain,M,AM,39000000.0,1972166400.0,3386.0,Forward,Forward / Winger / Attacking Midfielder,24.0,ESP,2032-06-30,0.821,0.572,0.657,0.45,0.055,0.102,2.736,1.149,0.901,1.434,1.458,0.538,0.3,16.477,16,12.317,71,2600000.0,3728846.0,2437500.0
51,ESP-La Liga,2425,Athletic Club,Peio Canales,4,2024,147,13123,M S,8,247,0,0.1972,0,0.1972,0,0.4888,3,6,0,0,0.781,0.5443,Peio Canales,1105920000.0,175,0,Right,Spain,M,"AM, MC",4900000.0,1782777600.0,412.0,Midfielder,Midfielder (secondary/attacking),19.0,ESP,2026-06-30,0.0,0.072,0.0,0.072,0.0,0.178,1.093,2.186,0.483,0.0,0.0,0.0,0.0,1.325,0,0.686,9,0.0,24847870.0,0.0
52,ESP-La Liga,2425,Athletic Club,Unai Gómez,4,2024,147,11531,D F M S,32,1267,1,2.7853,1,2.7853,3,1.0151,19,10,1,0,4.8066,1.632,Unai Gómez,1053820800.0,183,0,Left,Spain,M,"AM, MC",5200000.0,1845936000.0,813.0,Defender,Defender / versatile (can play Midfield/Forward),21.0,ESP,2028-06-30,0.071,0.198,0.071,0.198,0.213,0.072,1.35,0.71,0.457,0.359,0.359,2.955,0.053,6.439,4,3.8,29,5200000.0,1866944.0,1300000.0
53,ESP-La Liga,2425,Athletic Club,Unai Núñez,4,2024,147,6149,D S,10,643,0,0.4945,0,0.4945,0,0.0259,1,1,4,0,2.7447,2.7187,Unai Núñez,854582400.0,186,81,Right,Spain,D,"DC, DR",3300000.0,1782777600.0,795.0,Defender,Defender (secondary role / versatile),27.0,ESP,2026-06-30,0.0,0.069,0.0,0.069,0.0,0.004,0.14,0.14,0.765,0.0,0.0,0.0,0.0,5.463,0,0.52,2,0.0,6673407.0,0.0
54,ESP-La Liga,2425,Athletic Club,Unai Simón,4,2024,147,5185,GK,21,1890,0,0.0,0,0.0,0,0.0,0,0,0,0,1.3606,1.3606,Unai Simón,865987200.0,189,86,Right,Spain,G,GK,24000000.0,1877472000.0,6870.0,Goalkeeper,Goalkeeper (starter),27.0,ESP,2029-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,2.721,0,0.0,0,0.0,0.0,0.0
