,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,name_sofascore,birth_ts,height,weight,preferred_foot,nationality,position_current,detailed_positions_current,market_value_current,contract_until_ts_current,popularity_score_current
80,ESP-La Liga,2425,Atletico Madrid,Rodrigo de Paul,4,2024,143,1145,M S,34,2137,3,1.467378824017942,3,1.467378824017942,5,5.930679908953607,19,42,7,0,17.426378836855292,13.48079302161932,Rodrigo de Paul,769737600.0,180.0,67.0,Right,Argentina,M,['MC'],15500000.0,1893369600.0,53724.0
81,ESP-La Liga,2425,Atletico Madrid,Samuel Lino,4,2024,143,10943,D F M S,31,1580,3,6.083708981052041,3,6.083708981052041,4,3.475868873298168,45,22,3,0,14.264972588047385,6.56436438113451,Samuel Lino,945907200.0,178.0,,Right,Brazil,M,"['ML', 'LW']",21000000.0,1893369600.0,22812.0
82,ESP-La Liga,2425,Atletico Madrid,Thomas Lemar,4,2024,143,3425,S,5,67,0,0.40722107887268066,0,0.40722107887268066,0,0.22326013073325157,2,2,0,0,0.6370882447808981,0.26589820347726345,Thomas Lemar,816134400.0,170.0,58.0,Left,France,M,"['MC', 'AM', 'ML']",2100000.0,1782777600.0,5851.0
83,ESP-La Liga,2425,Atletico Madrid,Ángel Correa,4,2024,143,2275,F S,31,721,4,5.39614194072783,4,5.39614194072783,1,2.083751233294606,34,14,3,1,10.365330005064607,3.893400449305773,Ángel Correa,794707200.0,171.0,67.0,Right,Argentina,F,"['ST', 'AM']",9900000.0,1909008000.0,16808.0
84,ESP-La Liga,2425,Barcelona,Andreas Christensen,4,2024,148,200,D S,5,239,0,0.0332164540886879,0,0.0332164540886879,0,0.040220171213150024,1,1,3,0,1.4766459465026855,1.4766459465026855,Andreas Christensen,829094400.0,188.0,78.0,Right,Denmark,D,['DC'],9600000.0,1782777600.0,63289.0
85,ESP-La Liga,2425,Barcelona,Anssumane Fati,4,2024,148,7967,M S,6,228,0,1.1018417924642563,0,1.1018417924642563,0,0.1238601952791214,12,4,1,0,1.8863119632005692,0.8099945038557053,,,,,,,,,,,
86,ESP-La Liga,2425,Barcelona,Dani Olmo,4,2024,148,8292,M S,25,1221,10,6.638132888823748,8,5.151577670127153,4,3.851693106815219,42,27,1,0,17.126844070851803,9.938899960368872,Dani Olmo,894499200.0,179.0,70.0,Right,Spain,M,"['AM', 'MC']",58000000.0,1909008000.0,187740.0
87,ESP-La Liga,2425,Barcelona,Daniel Rodríguez,4,2024,148,11634,M,1,37,0,0.04132027551531792,0,0.04132027551531792,0,0.0,2,0,0,0,0.3060602843761444,0.2647400200366974,Alvaro Daniel Rodriguez Munoz,,,,,,M,[],,,28.0
88,ESP-La Liga,2425,Barcelona,Eric Garcia,4,2024,148,8045,D M S,29,1532,2,2.354891483671963,2,2.354891483671963,3,1.012534737586975,14,7,4,0,12.874616280198097,12.290382117033005,Eric García,978998400.0,182.0,79.0,Right,Spain,D,"['DC', 'DR']",29000000.0,1940544000.0,58637.0
89,ESP-La Liga,2425,Barcelona,Fermín López,4,2024,148,11822,M S,28,1224,6,4.756551628932357,6,4.756551628932357,5,4.712301393970847,41,29,4,1,15.650715451687574,7.853520656004548,Fermín López,1052611200.0,176.0,,Right,Spain,M,"['AM', 'MC']",72000000.0,1940544000.0,180912.0
90,ESP-La Liga,2425,Barcelona,Ferrán Torres,4,2024,148,6441,F M S,27,1093,10,9.682402739301324,10,9.682402739301324,6,3.556156000122428,48,19,1,1,14.058789663016796,2.258015837520361,Ferran Torres,951782400.0,185.0,77.0,Right,Spain,F,"['ST', 'LW', 'RW']",54000000.0,1814313600.0,144014.0
91,ESP-La Liga,2425,Barcelona,Frenkie de Jong,4,2024,148,7781,M S,26,1105,2,1.0243200585246086,2,1.0243200585246086,2,2.302895499393344,5,21,3,0,11.636852502822876,8.715320311486721,Frenkie de Jong,863395200.0,180.0,70.0,Right,Netherlands,M,"['MC', 'DM']",42000000.0,1877472000.0,202871.0
92,ESP-La Liga,2425,Barcelona,Gavi,4,2024,148,9804,F M S,26,1079,1,1.0601166114211082,1,1.0601166114211082,1,1.6527631673961878,11,14,4,0,7.769327191635966,5.841560788452625,Pablo Gavi,1091664000.0,173.0,,Right,Spain,M,['MC'],41000000.0,1909008000.0,270785.0
93,ESP-La Liga,2425,Barcelona,Gerard Martín,4,2024,148,12821,D S,28,1018,1,0.6436223732307553,1,0.6436223732307553,3,1.2958451379090548,7,12,2,0,7.371043564751744,6.111580042168498,Gerard Martín,1014681600.0,186.0,,Left,Spain,D,"['DL', 'DC']",18200000.0,1845936000.0,45775.0
94,ESP-La Liga,2425,Barcelona,Hector Fort,4,2024,148,12171,D S,17,552,0,0.2694935295730829,0,0.2694935295730829,0,1.3017480783164501,6,9,2,0,4.381688091903925,3.519320610910654,Hector Fort,1154476800.0,185.0,77.0,Right,Spain,D,['DR'],11600000.0,1782777600.0,44752.0
95,ESP-La Liga,2425,Barcelona,Iñaki Peña,4,2024,148,7287,GK S,16,1393,0,0.0,0,0.0,0,0.0,0,0,1,0,3.9061195850372314,3.9061195850372314,Iñaki Peña,920332800.0,185.0,,Right,Spain,G,['GK'],7300000.0,1782777600.0,44622.0
96,ESP-La Liga,2425,Barcelona,Iñigo Martínez,4,2024,148,2484,D,28,2505,0,0.5136058144271374,0,0.5136058144271374,4,2.2479534801095724,13,16,5,0,20.049223262816668,19.11283127591014,Iñigo Martínez,674438400.0,181.0,77.0,Left,Spain,D,['DC'],4600000.0,1782777600.0,64851.0
97,ESP-La Liga,2425,Barcelona,Jules Koundé,4,2024,148,6433,D S,32,2606,2,2.743822293356061,2,2.743822293356061,3,4.134010413661599,18,32,4,0,24.09632397815585,20.274256374686956,Jules Koundé,910828800.0,180.0,70.0,Right,France,D,['DR'],69000000.0,1909008000.0,149309.0
98,ESP-La Liga,2425,Barcelona,Lamine Yamal,4,2024,148,11527,F M S,35,2879,9,11.593033526092768,9,11.593033526092768,13,14.466477727517486,144,64,3,0,38.307874619960785,18.00324920192361,Lamine Yamal,1184284800.0,180.0,,Left,Spain,M,['RW'],215000000.0,1940544000.0,1783049.0
99,ESP-La Liga,2425,Barcelona,Marc Bernal,4,2024,148,12820,M,3,256,0,0.05606347694993019,0,0.05606347694993019,0,0.0110369473695755,2,1,2,0,1.5139116048812866,1.4468111991882324,Marc Bernal,1180137600.0,191.0,,Left,Spain,M,['MC'],9700000.0,1877472000.0,74733.0
100,ESP-La Liga,2425,Barcelona,Marc Casadó,4,2024,148,11151,M S,23,1640,1,0.9119365168735385,1,0.9119365168735385,3,1.634875988587737,14,9,2,1,14.537989675998688,13.50816598907113,Marc Casadó,1063497600.0,172.0,,Right,Spain,M,"['MC', 'DM']",24000000.0,1845936000.0,64584.0
101,ESP-La Liga,2425,Barcelona,Marc-André ter Stegen,4,2024,148,2090,GK,8,677,0,0.0,0,0.0,0,0.0,0,0,0,0,3.72348815202713,3.72348815202713,Marc-André Ter Stegen,704592000.0,187.0,85.0,Right,Germany,G,['GK'],7300000.0,1782777600.0,117841.0
102,ESP-La Liga,2425,Barcelona,Pablo Torre,4,2024,148,11025,M S,10,302,3,0.29547323286533356,3,0.29547323286533356,1,0.9360514245927334,6,8,0,0,3.322905655950308,2.8765976540744305,Pablo Torre,1049328000.0,173.0,,Right,Spain,M,"['AM', 'MC']",4900000.0,1877472000.0,36490.0
103,ESP-La Liga,2425,Barcelona,Pau Cubarsí,4,2024,148,12005,D S,35,2631,0,0.9356927424669266,0,0.9356927424669266,3,1.5360766984522343,8,9,3,0,17.255911896005273,17.147910771891475,Pau Cubarsí,1169424000.0,184.0,76.0,Right,Spain,D,['DC'],75000000.0,1877472000.0,155566.0
104,ESP-La Liga,2425,Barcelona,Pau Victor,4,2024,148,10953,F S,21,273,2,2.9672163296490908,2,2.9672163296490908,1,0.8769846558570862,14,8,2,0,4.459078095853329,0.7532445453107357,Pau Víctor,1006819200.0,182.0,,Right,Spain,F,['ST'],9600000.0,1909008000.0,37707.0
105,ESP-La Liga,2425,Barcelona,Pedri,4,2024,148,8935,M S,37,2941,4,2.5104309488087893,4,2.5104309488087893,5,7.80679078027606,24,70,3,0,31.42633649148047,23.62103444710374,Pedri,1038182400.0,174.0,60.0,Right,Spain,M,"['MC', 'DM']",153000000.0,1909008000.0,682385.0
106,ESP-La Liga,2425,Barcelona,Raphinha,4,2024,148,8026,F M S,36,2862,18,19.265995418652892,16,17.779440259560943,10,13.527044044807553,114,91,4,0,39.28257852047682,13.650435471907258,Raphinha,850521600.0,176.0,68.0,Left,Brazil,M,['LW'],72000000.0,1845936000.0,918043.0
107,ESP-La Liga,2425,Barcelona,Robert Lewandowski,4,2024,148,227,F S,34,2716,27,29.414338618516922,24,26.441228091716766,2,2.4752993676811457,115,18,1,0,29.242779716849327,6.6593545116484165,Robert Lewandowski,588124800.0,186.0,79.0,Right,Poland,F,['ST'],8400000.0,1782777600.0,583333.0
108,ESP-La Liga,2425,Barcelona,Ronald Araújo,4,2024,148,8091,D S,12,771,1,1.166387401521206,1,1.166387401521206,1,0.4866340160369873,4,4,2,0,4.386615861207247,3.8932461254298687,Ronald Araújo,920764800.0,191.0,79.0,Right,Uruguay,D,['DC'],27000000.0,1940544000.0,134726.0
109,ESP-La Liga,2425,Barcelona,Sergi Domínguez,4,2024,148,12823,D S,3,177,0,0.0,0,0.0,0,0.0,0,0,1,0,2.0779144912958145,2.0779144912958145,Sergi Domínguez,1112313600.0,191.0,,Right,Spain,D,['DC'],2400000.0,1877472000.0,5955.0
110,ESP-La Liga,2425,Barcelona,Wojciech Szczesny,4,2024,148,1244,GK,15,1350,0,0.0,0,0.0,0,0.0,0,0,1,0,5.236224640160799,5.236224640160799,Wojciech Szczęsny,640396800.0,196.0,84.0,Right,Poland,G,['GK'],820000.0,1814313600.0,94565.0
111,ESP-La Liga,2425,Barcelona,Álex Balde,4,2024,148,9805,D S,32,2303,0,0.5467977644875646,0,0.5467977644875646,4,3.6562538016587496,12,26,2,0,19.236092265695333,17.1140445061028,Alejandro Balde,1066435200.0,175.0,,Left,Spain,D,['DL'],66000000.0,1845936000.0,131436.0
112,ESP-La Liga,2425,Celta Vigo,Alfon,4,2024,152,9241,F M S,26,1382,5,4.900045620277524,5,4.900045620277524,2,3.2016264870762825,45,24,1,1,10.40202185884118,3.8511029835790396,Alfon González,925776000.0,172.0,60.0,Right,Spain,F,"['LW', 'AM']",4400000.0,1782777600.0,621.0
113,ESP-La Liga,2425,Celta Vigo,Borja Iglesias,4,2024,152,2543,F S,37,1968,11,11.553197539411485,11,11.553197539411485,3,3.1776098990812898,46,18,2,0,16.69970811251551,3.1693250574171543,Borja Iglesias,727228800.0,187.0,80.0,Right,Spain,F,['ST'],3100000.0,1814313600.0,4375.0
114,ESP-La Liga,2425,Celta Vigo,Carl Starfelt,4,2024,152,7655,D S,28,2273,1,0.49532318860292435,1,0.49532318860292435,0,0.1819723965600133,5,6,5,0,10.488602657802403,10.47849022783339,Carl Starfelt,801964800.0,185.0,80.0,Right,Sweden,D,['DC'],4500000.0,1814313600.0,765.0
115,ESP-La Liga,2425,Celta Vigo,Carlos Domínguez,4,2024,152,9519,D S,19,1178,0,0.18909722194075584,0,0.18909722194075584,0,0.05745355226099491,3,2,1,0,2.626098157837987,2.5686446595937014,Carlos Domínguez,981849600.0,187.0,,Left,Spain,D,"['DC', 'DL']",2900000.0,1845936000.0,223.0
116,ESP-La Liga,2425,Celta Vigo,Damián Rodríguez,4,2024,152,10614,M S,17,934,0,0.12720003724098206,0,0.12720003724098206,0,0.7659732662141323,4,17,3,0,6.718720376491547,6.550715155899525,Damián Rodríguez,1047859200.0,180.0,,Left,Spain,M,"['MC', 'DM']",1900000.0,1782777600.0,272.0
117,ESP-La Liga,2425,Celta Vigo,Fernando López,4,2024,152,13200,F M S,17,654,2,2.6400635838508606,2,2.6400635838508606,0,2.177378611639142,20,14,2,0,6.863014008849859,2.4329893924295902,Fernando López,1008115200.0,,,,Dominican Republic,G,['GK'],,,3.0
118,ESP-La Liga,2425,Celta Vigo,Fran Beltrán,4,2024,152,6931,M S,34,2443,2,0.895150656811893,2,0.895150656811893,1,2.1079451413825154,23,15,3,0,12.19867887813598,10.053263377398252,Fran Beltrán,918000000.0,170.0,66.0,Right,Spain,M,"['MC', 'DM']",5200000.0,1909008000.0,867.0
119,ESP-La Liga,2425,Celta Vigo,Franco Cervi,4,2024,152,9794,D F M S,7,266,0,0.0,0,0.0,0,0.5923479571938515,0,5,1,0,0.22434843331575394,0.010121792554855347,Franco Cervi,769910400.0,165.0,62.0,Left,Argentina,M,"['MC', 'ML']",680000.0,1782777600.0,1015.0
120,ESP-La Liga,2425,Celta Vigo,Hugo Sotelo,4,2024,152,9520,M S,24,1268,0,0.20502099208533764,0,0.20502099208533764,0,1.4551474852487445,4,18,5,0,6.345577529631555,6.105225531384349,Hugo Sotelo,1071792000.0,180.0,,Right,Spain,M,"['MC', 'DM']",8600000.0,1845936000.0,624.0
121,ESP-La Liga,2425,Celta Vigo,Hugo Álvarez,4,2024,152,10078,D M S,26,1572,4,2.689221888780594,4,2.689221888780594,3,1.5981045421212912,25,18,6,0,10.966527298092842,7.376502707600594,Hugo Álvarez,1057104000.0,176.0,,Right,Spain,M,['ML'],7800000.0,1845936000.0,710.0
122,ESP-La Liga,2425,Celta Vigo,Iago Aspas,4,2024,152,2290,F M S,30,1751,10,8.271357234567404,5,3.8116914834827185,5,4.823453789576888,52,38,4,1,11.48705436103046,5.211289323866367,Iago Aspas,554774400.0,176.0,67.0,Left,Spain,F,"['ST', 'RW']",1700000.0,1782777600.0,5165.0
123,ESP-La Liga,2425,Celta Vigo,Iker Losada,4,2024,152,7825,F M S,22,670,1,1.7151087075471878,1,1.7151087075471878,0,0.9550862051546574,8,11,2,0,3.8666298240423203,1.4541495088487864,Iker Losada,996624000.0,175.0,,Right,Spain,M,['AM'],1500000.0,1782777600.0,419.0
124,ESP-La Liga,2425,Celta Vigo,Ilaix Moriba,4,2024,152,9243,M S,33,2115,1,2.144344466738403,1,2.144344466738403,1,2.3155504409223795,34,20,7,1,10.528111347928643,7.22747259400785,Ilaix Moriba,1042934400.0,183.0,,Right,Guinea,M,"['MC', 'DM']",9200000.0,1877472000.0,6484.0
125,ESP-La Liga,2425,Celta Vigo,Iván Villar,4,2024,152,5033,GK,4,360,0,0.0,0,0.0,0,0.0,0,0,0,0,1.140831671655178,1.140831671655178,Iván Villar,868406400.0,183.0,76.0,Right,Spain,G,['GK'],960000.0,1814313600.0,236.0
126,ESP-La Liga,2425,Celta Vigo,Javier Manquillo,4,2024,152,1719,D S,10,533,0,0.0,0,0.0,0,0.0,0,0,1,0,2.8671045508235693,2.8671045508235693,Javier Manquillo,768096000.0,180.0,62.0,Right,Spain,D,"['DR', 'DL']",,,203.0
127,ESP-La Liga,2425,Celta Vigo,Javier Rodríguez,4,2024,152,12180,D S,36,2490,3,2.7139997631311417,3,2.7139997631311417,2,1.1402707807719707,12,13,7,0,10.54056406300515,8.373259163461626,Javier Rodriguez Moreno,1027296000.0,200.0,107.0,,Spain,P,[],,,169.0
128,ESP-La Liga,2425,Celta Vigo,Jaílson,4,2024,152,12300,D S,13,600,0,0.1419549621641636,0,0.1419549621641636,0,0.009372063912451267,4,1,2,0,3.9245296269655228,3.9078484922647476,Jailson,810432000.0,187.0,74.0,Right,Brazil,D,"['MC', 'DC', 'DM']",775000.0,,378.0
129,ESP-La Liga,2425,Celta Vigo,Jonathan Bamba,4,2024,152,3749,D F M S,12,823,0,0.6564540937542915,0,0.6564540937542915,1,1.8708321638405323,13,12,1,0,5.798606216907501,3.7871492132544518,Jonathan Bamba,827798400.0,175.0,72.0,Right,Côte d'Ivoire,F,['LW'],3800000.0,1830211200.0,1918.0
130,ESP-La Liga,2425,Celta Vigo,Joseph Aidoo,4,2024,152,7826,D S,9,589,0,0.035329654812812805,0,0.035329654812812805,0,0.0,1,0,0,0,1.807937577366829,1.807937577366829,Joseph Aidoo,812332800.0,184.0,80.0,Right,Ghana,D,['DC'],930000.0,1782777600.0,877.0
131,ESP-La Liga,2425,Celta Vigo,Luca De La Torre,4,2024,152,7600,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Luca De La Torre,895881600.0,178.0,63.0,Right,USA,M,['MC'],3100000.0,1877472000.0,557.0
132,ESP-La Liga,2425,Celta Vigo,Marcos Alonso,4,2024,152,1621,D S,31,2660,3,4.144722926430404,0,1.9148900685831904,0,1.8526116041466594,34,21,9,2,12.612315428443253,11.554018655791879,Marcos Alonso,662342400.0,188.0,84.0,Left,Spain,D,"['DC', 'DL']",1500000.0,1782777600.0,7491.0
133,ESP-La Liga,2425,Celta Vigo,Mihailo Ristic,4,2024,152,5947,D S,10,436,0,0.04392877593636513,0,0.04392877593636513,1,0.14313375018537045,2,4,1,0,1.2196296527981758,1.0449446067214012,Mihailo Ristić,815097600.0,180.0,73.0,Left,Serbia,D,"['DL', 'ML']",775000.0,1782777600.0,599.0
134,ESP-La Liga,2425,Celta Vigo,Pablo Durán,4,2024,152,11154,F M S,27,1393,4,3.0955340694636106,4,3.0955340694636106,4,3.1764622405171394,26,18,3,0,6.573258327320218,1.7288688998669386,Pablo Durán,990748800.0,176.0,,Right,Spain,F,['ST'],4099999.0,1814313600.0,739.0
135,ESP-La Liga,2425,Celta Vigo,Sergio Carreira,4,2024,152,8122,D M S,23,1658,0,0.954497255384922,0,0.954497255384922,4,2.7105087004601955,13,15,1,0,7.994517771527171,4.897111616097391,Sergio Carreira,971395200.0,170.0,,Right,Spain,M,"['MR', 'DR', 'ML']",5700000.0,1877472000.0,488.0
136,ESP-La Liga,2425,Celta Vigo,Tadeo Allende,4,2024,152,12423,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Tadeo Allende,919468800.0,185.0,,Right,Argentina,M,"['RW', 'MR']",4900000.0,1909008000.0,6907.0
137,ESP-La Liga,2425,Celta Vigo,Tasos Douvikas,4,2024,152,12030,F S,20,690,3,5.104495842941105,3,5.104495842941105,1,0.22988490760326385,17,3,2,0,6.26315959263593,0.9287788905203342,,,,,,,,,,,
138,ESP-La Liga,2425,Celta Vigo,Vicente Guaita,4,2024,152,2190,GK,34,3060,0,0.0,0,0.0,0,0.0,0,0,0,0,3.646109187975526,3.646109187975526,Vicente Guaita,537235200.0,190.0,81.0,Right,Spain,G,['GK'],430000.0,,483.0
139,ESP-La Liga,2425,Celta Vigo,Williot Swedberg,4,2024,152,10870,F M S,32,1329,4,5.415778731927276,4,5.415778731927276,5,2.35014989040792,32,16,1,0,9.57019367441535,3.778790196403861,Williot Swedberg,1075593600.0,185.0,,Right,Sweden,M,"['LW', 'MC']",9300000.0,1877472000.0,4367.0
140,ESP-La Liga,2425,Celta Vigo,Yoel Lago,4,2024,152,12642,D S,8,589,0,0.0,0,0.0,1,0.03326943516731262,0,1,2,0,1.5158949885517359,1.4826255533844233,Yoel Lago,1080172800.0,185.0,,Right,Spain,D,['DC'],2300000.0,1877472000.0,200.0
141,ESP-La Liga,2425,Celta Vigo,Óscar Mingueza,4,2024,152,9011,D M S,34,2761,4,2.1649911515414715,4,2.1649911515414715,6,5.681514337658882,33,33,6,0,19.6336851362139,15.253742268308997,Óscar Mingueza,926553600.0,184.0,,Right,Spain,M,"['MR', 'DR', 'ML']",18700000.0,1782777600.0,3790.0
142,ESP-La Liga,2425,Espanyol,Alejo Véliz,4,2024,141,12105,F S,27,1115,1,2.3388653844594955,1,2.3388653844594955,0,0.06921707699075341,19,2,3,0,4.326464080251753,2.6153524788096547,Alejo Véliz,1063929600.0,187.0,77.0,Right,Argentina,F,['ST'],3600000.0,1782777600.0,3237.0
143,ESP-La Liga,2425,Espanyol,Alex Kral,4,2024,141,8017,F M S,37,2699,0,1.9735915949568152,0,1.9735915949568152,1,2.1177187860012054,21,13,1,0,5.209526886232197,2.9570606537163258,Alex Král,895536000.0,185.0,72.0,Right,Czechia,M,"['MC', 'DM']",3600000.0,1782777600.0,616.0
144,ESP-La Liga,2425,Espanyol,Antoniu Roca,4,2024,141,12901,M S,26,1023,0,1.0565010253340006,0,1.0565010253340006,1,1.204389225691557,10,7,3,0,3.3538273815065622,1.111596254631877,Antoniu Roca,1031184000.0,180.0,,Right,Spain,M,['MR'],1600000.0,1845936000.0,176.0
145,ESP-La Liga,2425,Espanyol,Brian Oliván,4,2024,141,9754,D S,17,1020,0,0.4136427231132984,0,0.4136427231132984,1,0.9392329398542643,6,15,2,0,1.7435092814266682,1.511062864214182,Brian Oliván,765158400.0,179.0,73.0,Left,Spain,D,['DL'],1100000.0,1782777600.0,139.0
146,ESP-La Liga,2425,Espanyol,Carlos Romero,4,2024,141,11402,D M S,34,2566,2,2.4829133171588182,2,2.4829133171588182,1,2.1038236087188125,29,29,7,0,7.027236828580499,4.245646607130766,Carlos Romero,1004313600.0,174.0,,Left,Spain,D,['DL'],14600000.0,1782777600.0,1121.0
147,ESP-La Liga,2425,Espanyol,Edu Expósito,4,2024,141,5081,F M S,19,1044,0,1.1886334270238876,0,1.1886334270238876,2,3.6731601301580667,18,28,3,0,4.60960179567337,2.6343457866460085,Edu Expósito,838857600.0,175.0,,Right,Spain,M,"['MC', 'AM', 'DM']",3600000.0,1814313600.0,976.0
148,ESP-La Liga,2425,Espanyol,Fernando Calero,4,2024,141,6916,D S,21,675,1,0.5672088414430618,1,0.5672088414430618,0,0.052928321063518524,2,3,1,0,2.448731379583478,2.4190296418964863,Fernando Calero,811036800.0,183.0,,Right,Spain,D,['DC'],2100000.0,1782777600.0,298.0
149,ESP-La Liga,2425,Espanyol,Irvin Cardona,4,2024,141,5724,F M S,16,577,1,0.8832428082823753,1,0.8832428082823753,1,0.8650395907461643,10,9,1,0,1.4540209751576185,0.3410695493221283,Irvin Cardona,870998400.0,185.0,,Right,Malta,F,"['RW', 'ST']",2600000.0,1845936000.0,558.0
150,ESP-La Liga,2425,Espanyol,Javi Puado,4,2024,141,6933,F M,35,3023,12,11.94582846853882,7,8.229440444149077,4,2.969266129657626,71,22,8,0,13.288859393447638,3.4392381412908435,Javi Puado,896054400.0,178.0,69.0,Right,Spain,M,"['ST', 'LW']",9300000.0,1909008000.0,1312.0
151,ESP-La Liga,2425,Espanyol,Joan García,4,2024,141,9773,GK,38,3420,0,0.07224001735448837,0,0.07224001735448837,0,0.0,1,0,2,0,2.229509213939309,2.229509213939309,Joan García,988934400.0,193.0,,Right,Spain,G,['GK'],31000000.0,1940544000.0,115685.0
152,ESP-La Liga,2425,Espanyol,Jofre Carreras,4,2024,141,10209,D M S,37,2217,3,3.1961388355121017,3,3.1961388355121017,3,2.4950880901888013,40,24,4,0,6.170422764495015,1.3898820504546165,Jofre Carreras,992736000.0,175.0,,Right,Spain,M,"['MR', 'RW']",2800000.0,1877472000.0,337.0
153,ESP-La Liga,2425,Espanyol,José Gragera,4,2024,141,11358,M S,10,580,0,0.04029896482825279,0,0.04029896482825279,0,0.020461222156882286,2,1,0,0,1.2626147661358118,1.222232036292553,José Gragera,958262400.0,186.0,,Right,Spain,M,"['MC', 'DM']",1600000.0,1782777600.0,134.0
154,ESP-La Liga,2425,Espanyol,Justin Smith,4,2024,141,9744,M S,5,209,0,0.0,0,0.0,0,0.028021205216646194,0,1,0,0,0.09285422042012215,0.06483301520347595,Justin Smith,1044316800.0,188.0,,Right,Canada,M,['MC'],525000.0,1782777600.0,104.0
155,ESP-La Liga,2425,Espanyol,Leandro Cabrera,4,2024,141,6168,D S,33,2878,4,1.607494529336691,4,1.607494529336691,2,0.9267808236181736,19,9,4,1,5.69407269731164,4.8978375270962715,Leandro Cabrera,677116800.0,190.0,82.0,Left,Uruguay,D,['DC'],1000000.0,1782777600.0,834.0
156,ESP-La Liga,2425,Espanyol,Marash Kumbulla,4,2024,141,6324,D S,35,2981,3,2.694772657006979,3,2.694772657006979,0,0.28680863976478577,16,1,9,0,3.5295769898220897,3.1232991935685277,Marash Kumbulla,949968000.0,191.0,78.0,Right,Albania,D,['DC'],4600000.0,1782777600.0,1567.0
157,ESP-La Liga,2425,Espanyol,Naci Ünüvar,4,2024,141,13029,S,2,13,0,0.020940804854035378,0,0.020940804854035378,0,0.024446073919534683,1,1,0,0,0.06530837714672089,0.019921498373150826,Naci Ünüvar,1055462400.0,168.0,,Right,Türkiye,M,['LW'],1400000.0,1782777600.0,1140.0
158,ESP-La Liga,2425,Espanyol,Omar El Hilali,4,2024,141,10875,D,36,3173,0,0.03116757422685623,0,0.03116757422685623,2,1.2102727070450783,2,8,11,0,5.609047906473279,4.489122552797198,Omar El Hilali,1063324800.0,183.0,,Right,Morocco,D,['DR'],15900000.0,1814313600.0,6695.0
159,ESP-La Liga,2425,Espanyol,Pere Milla,4,2024,141,4175,M S,20,402,3,1.566716724075377,3,1.566716724075377,0,0.3911232464015484,11,5,3,0,1.763829761184752,0.11537909833714366,Pere Milla,717206400.0,179.0,70.0,Left,Spain,M,['ST'],1200000.0,1814313600.0,850.0
160,ESP-La Liga,2425,Espanyol,Pol Lozano,4,2024,141,7916,M S,30,2015,0,0.1622262680903077,0,0.1622262680903077,1,1.0035563968122005,8,18,11,0,4.491670474410057,3.8312356136739254,Pol Lozano,939168000.0,176.0,,Right,Spain,M,"['MC', 'DM']",5800000.0,1814313600.0,555.0
161,ESP-La Liga,2425,Espanyol,Rafael Bauza,4,2024,141,12903,M S,5,183,0,0.08384795021265745,0,0.08384795021265745,0,0.0,3,0,1,0,0.18275426607578993,0.09890631772577763,Rafael Bauzà,1107043200.0,183.0,,Right,Spain,M,['MC'],765000.0,1782777600.0,75.0
162,ESP-La Liga,2425,Espanyol,Roberto Fernández,4,2024,141,13350,F S,19,1537,6,3.2452549929730594,6,3.2452549929730594,0,0.8934735935181379,21,8,1,0,5.28150574862957,1.4016210669651628,Roberto Fernández,1025654400.0,186.0,,Right,Spain,F,['ST'],,,2022.0
163,ESP-La Liga,2425,Espanyol,Roger Hinojo,4,2024,141,13533,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Roger Hinojo,1108944000.0,,,Left,Spain,D,['DL'],720000.0,1782777600.0,58.0
164,ESP-La Liga,2425,Espanyol,Sergi Gómez,4,2024,141,2282,D S,12,648,0,0.16817959025502205,0,0.16817959025502205,0,0.0,2,0,1,0,0.6573397871106863,0.5504737179726362,Sergio Gómez,968025600.0,171.0,68.0,Left,Spain,M,"['DL', 'LW']",14600000.0,1909008000.0,4379.0
165,ESP-La Liga,2425,Espanyol,Tejero,4,2024,141,2519,D F M S,28,1227,1,0.6695728795602918,1,0.6695728795602918,4,3.328968109562993,17,32,2,0,4.459912845864892,2.6499889083206654,Álvaro Tejero,837820800.0,173.0,65.0,Both,Spain,D,['DR'],1900000.0,1814313600.0,302.0
166,ESP-La Liga,2425,Espanyol,Urko Gonzalez,4,2024,141,8861,M S,18,1441,0,0.6779213137924671,0,0.6779213137924671,2,0.8731456827372313,4,10,2,0,3.598057383671403,2.2631248515099287,Urko González,985046400.0,189.0,,Right,Spain,M,"['MC', 'DC', 'DM']",4900000.0,1909008000.0,465.0
167,ESP-La Liga,2425,Espanyol,Walid Cheddira,4,2024,141,11989,F S,22,587,1,1.417538370937109,1,1.417538370937109,1,1.0388413574546576,13,6,3,0,1.9774260986596346,0.04055817425251007,Walid Cheddira,885427200.0,187.0,,Right,Morocco,F,['ST'],2100000.0,1782777600.0,3781.0
